id,question_type,question,answer
400,research,what research (or clinical trials) is being done for Breast Cancer ?,"Other screening tests are being studied in clinical trials.
                    Thermography     Thermography is a procedure in which a special camera that senses heat is used to record the temperature of the skin that covers the breasts. A computer makes a map of the breast showing the changes in temperature. Tumors can cause temperature changes that may show up on the thermogram.     There have been no clinical trials of thermography to find out how well it detects breast cancer or if having the procedure decreases the risk of dying from breast cancer.       Tissue sampling    Breast tissue sampling is taking cells from breast tissue to check under a microscope. Abnormal cells in breast fluid have been linked to an increased risk of breast cancer in some studies. Scientists are studying whether breast tissue sampling can be used to find breast cancer at an early stage or predict the risk of developing breast cancer. Three ways of taking tissue samples are being studied:            -  Fine-needle aspiration: A thin needle is inserted into the breast tissue around the areola (darkened area around the nipple) to take out a sample of cells and fluid.     - Nipple aspiration: The use of gentle suction to collect fluid through the nipple. This is done with a device similar to the breast pumps used by women who are breast-feeding.     -  Ductal lavage: A hair-size catheter (tube) is inserted into the nipple and a small amount of salt water is released into the duct. The water picks up breast cells and is removed.               Screening clinical trials are taking place in many parts of the country. Information about ongoing clinical trials is available from the NCI website.
 Cancer prevention clinical trials are used to study ways to prevent cancer.
                    Cancer prevention clinical trials are used to study ways to lower the risk of developing certain types of cancer. Some cancer prevention trials are conducted with healthy people who have not had cancer but who have an increased risk for cancer. Other prevention trials are conducted with people who have had cancer and are trying to prevent another cancer of the same type or to lower their chance of developing a new type of cancer. Other trials are done with healthy volunteers who are not known to have any risk factors for cancer.   The purpose of some cancer prevention clinical trials is to find out whether actions people take can prevent cancer. These may include exercising more or quitting smoking or taking certain medicines, vitamins, minerals, or food supplements.
                
                
                    New ways to prevent breast cancer are being studied in clinical trials.
 New types of treatment are being tested in clinical trials.
                    This summary section describes treatments that are being studied in clinical trials. It may not mention every new treatment being studied. Information about clinical trials is available from the NCI website.     High-dose chemotherapy with stem cell transplant     High-dose chemotherapy with stem cell transplant is a way of giving high doses of chemotherapy and replacing blood -forming cells destroyed by the cancer treatment. Stem cells (immature blood cells) are removed from the blood or bone marrow of the patient or a donor and are frozen and stored. After the chemotherapy is completed, the stored stem cells are thawed and given back to the patient through an infusion. These reinfused stem cells grow into (and restore) the bodys blood cells.    Studies have shown that high-dose chemotherapy followed by stem cell transplant does not work better than standard chemotherapy in the treatment of breast cancer. Doctors have decided that, for now, high-dose chemotherapy should be tested only in clinical trials. Before taking part in such a trial, women should talk with their doctors about the serious side effects, including death, that may be caused by high-dose chemotherapy.
                
                
                    Treatment for breast cancer may cause side effects.
                    For information about side effects that begin during treatment for cancer, see our Side Effects page.   Some treatments for breast cancer may cause side effects that continue or appear months or years after treatment has ended. These are called late effects.   Late effects of radiation therapy are not common, but may include:         -  Inflammation of the lung after radiation therapy to the breast, especially when chemotherapy is given at the same time.     - Arm lymphedema, especially when radiation therapy is given after lymph node dissection.     - In women younger than 45 years who receive radiation therapy to the chest wall after mastectomy, there may be a higher risk of developing breast cancer in the other breast.        Late effects of chemotherapy depend on the drugs used, but may include:         -  Heart failure.    -  Blood clots.    -  Premature menopause.    -  Second cancer, such as leukemia.        Late effects of targeted therapy with trastuzumab, lapatinib, or pertuzumab may include:         - Heart problems such as heart failure.
                
                
                    Patients may want to think about taking part in a clinical trial.
                    For some patients, taking part in a clinical trial may be the best treatment choice. Clinical trials are part of the cancer research process. Clinical trials are done to find out if new cancer treatments are safe and effective or better than the standard treatment.   Many of today's standard treatments for cancer are based on earlier clinical trials. Patients who take part in a clinical trial may receive the standard treatment or be among the first to receive a new treatment.   Patients who take part in clinical trials also help improve the way cancer will be treated in the future. Even when clinical trials do not lead to effective new treatments, they often answer important questions and help move research forward.
                
                
                    Patients can enter clinical trials before, during, or after starting their cancer treatment.
                    Some clinical trials only include patients who have not yet received treatment. Other trials test treatments for patients whose cancer has not gotten better. There are also clinical trials that test new ways to stop cancer from recurring (coming back) or reduce the side effects of cancer treatment.   Clinical trials are taking place in many parts of the country. See the Treatment Options section that follows for links to current treatment clinical trials. These have been retrieved from NCI's listing of clinical trials.
 New Technologies Several new technologies offer hope for making future treatment easier for women with breast cancer. - Using a special tool, doctors can today insert a miniature camera through the nipple and into a milk duct in the breast to examine the area for cancer.  Using a special tool, doctors can today insert a miniature camera through the nipple and into a milk duct in the breast to examine the area for cancer. - Researchers are testing another technique to help women who have undergone weeks of conventional radiation therapy. Using a small catheter -- a tube with a balloon tip -- doctors can deliver tiny radioactive beads to a place on the breast where cancer tissue has been removed. This can reduce the therapy time to a matter of days. Researchers are testing another technique to help women who have undergone weeks of conventional radiation therapy. Using a small catheter -- a tube with a balloon tip -- doctors can deliver tiny radioactive beads to a place on the breast where cancer tissue has been removed. This can reduce the therapy time to a matter of days. New Drug Combination Therapies New drug therapies and combination therapies continue to evolve. - A mix of drugs may increase the length of time you will live or the length of time you will live without cancer. It may someday prove useful for some women with localized breast cancer after they have had surgery.  A mix of drugs may increase the length of time you will live or the length of time you will live without cancer. It may someday prove useful for some women with localized breast cancer after they have had surgery. - New research shows women with early-stage breast cancer who took the drug letrozole, an aromatase inhibitor, after they completed five years of tamoxifen therapy significantly reduced their risk of breast cancer recurrence. New research shows women with early-stage breast cancer who took the drug letrozole, an aromatase inhibitor, after they completed five years of tamoxifen therapy significantly reduced their risk of breast cancer recurrence. Treating HER2-Positive Breast Cancer Herceptin is a drug commonly used to treat women who have a certain type of breast cancer. This drug slows or stops the growth of cancer cells by blocking HER2, a protein found on the surface of some types of breast cancer cells. Approximately 20 to 25 percent of breast cancers produce too much HER2. These ""HER2 positive"" tumors tend to grow faster and are generally more likely to return than tumors that do not overproduce HER2. Results from clinical trials show that those patients with early-stage HER2 positive breast cancer who received Herceptin in combination with chemotherapy had a 52 percent decrease in risk in the cancer returning compared with patients who received chemotherapy treatment alone. Cancer treatments like chemotherapy can be systemic, meaning they affect whole tissues, organs, or the entire body. Herceptin, however, was the first drug used to target only a specific molecule involved in breast cancer. Another drug, Tykerb, was approved by the U.S. Food and Drug Administration for use for treatment of HER2-positive breast cancer. Because of the availability of these two drugs, an international trial called ALTTO was designed to determine if one drug is more effective, safer, and if taking the drugs separately, in tandem order, or together is better. Unfortunately, the results, released in 2014, showed that taking two HER2-targeted agents together was no better than taking one alone in improving survival. The TAILORx Trial In an attempt to further specialize breast cancer treatment, The Trial Assigning Individualized Options for Treatment, or TAILORx, enrolled 10,000 women to examine whether appropriate treatment can be assigned based on genes that are frequently associated with risk of recurrence of breast cancer. The goal of TAILORx is important because the majority of women with early-stage breast cancer are advised to receive chemotherapy in addition to radiation and hormonal therapy, yet research has not demonstrated that chemotherapy benefits all of them equally. TAILORx seeks to examine many of a woman's genes simultaneously and use this information in choosing a treatment course, thus sparing women unnecessary treatment if chemotherapy is not likely to be of substantial benefit to them.
 Clinical trials are research studies on people to find out whether a new drug or treatment is both safe and effective. New therapies are tested on people only after laboratory and animal studies show promising results. The Food and Drug Administration sets strict rules to make sure that people who agree to be in the studies are treated as safely as possible. Clinical trials are taking place in many parts of the country. Information about clinical trials can be found at http://www.cancer.gov/clinicaltrials on the website of the National Cancer Institute (NCI). Check NCI's list of cancer clinical trials for breast cancer prevention trials that are now accepting patients."
697,research,what research (or clinical trials) is being done for Thyrotoxic Myopathy ?,The NINDS supports a broad range of research on neuromuscular disorders such as thyrotoxic myopathy. Much of this research is aimed at learning more about these disorders and finding ways to prevent and treat them.
500,research,what research (or clinical trials) is being done for Guillain-Barr Syndrome ?,"Scientists are concentrating on finding new treatments and refining existing ones. Scientists are also looking at the workings of the immune system to find which cells are responsible for beginning and carrying out the attack on the nervous system. The fact that so many cases of Guillain-Barr begin after a viral or bacterial infection suggests that certain characteristics of some viruses and bacteria may activate the immune system inappropriately. Investigators are searching for those characteristics. Neurological scientists, immunologists, virologists, and pharmacologists are all working collaboratively to learn how to prevent this disorder and to make better therapies available when it strikes."
641,research,what research (or clinical trials) is being done for Postural Tachycardia Syndrome ?,"The National Institute of Neurological Disorders and Stroke (NINDS) and other Institutes of the National Institutes of Health (NIH) conduct research related to POTS and support additional research through grants to major research institutions across the country. Much of this research focuses on finding better ways to prevent, treat, and ultimately cure disorders such as POTS. NINDS-funded researchers are investigating if low levels of the hormone aldosterone contribute to low blood volume in individuals with POTS, and if high levels of angiotensin II, a peptide that helps regulate blood volume, leads to decreased adrenal sensitivity. Other NINDS-funded research is investigating the hypothesis that POTS is a syndrome of different subtypes, with different underlying mechanisms. Additionally, the NINDS funds the Autonomic Rare Diseases Consortium to further understand disorders such as orthostatic hypotension and hopefully alter the course of disease."
573,research,what research (or clinical trials) is being done for Multifocal Motor Neuropathy ?,"The NINDS supports a broad range of research on neuromuscular disorders with the goal of finding ways to prevent, treat, and, ultimately, cure them."
605,research,what research (or clinical trials) is being done for Ohtahara Syndrome ?,"The NINDS conducts and supports an extensive research program on seizures and seizure-related disorders. Much of this research is aimed at increasing scientific understanding of these disorders and finding ways to prevent, treat, and potentially cure them."
696,research,what research (or clinical trials) is being done for Thymoma and Thymic Carcinoma ?,"New types of treatment are being tested in clinical trials.
                    This summary section describes treatments that are being studied in clinical trials. It may not mention every new treatment being studied. Information about clinical trials is available from the NCI website.
                
                
                    Patients may want to think about taking part in a clinical trial.
                    For some patients, taking part in a clinical trial may be the best treatment choice. Clinical trials are part of the cancer research process. Clinical trials are done to find out if new cancer treatments are safe and effective or better than the standard treatment.   Many of today's standard treatments for cancer are based on earlier clinical trials. Patients who take part in a clinical trial may receive the standard treatment or be among the first to receive a new treatment.   Patients who take part in clinical trials also help improve the way cancer will be treated in the future. Even when clinical trials do not lead to effective new treatments, they often answer important questions and help move research forward.
                
                
                    Patients can enter clinical trials before, during, or after starting their cancer treatment.
                    Some clinical trials only include patients who have not yet received treatment. Other trials test treatments for patients whose cancer has not gotten better. There are also clinical trials that test new ways to stop cancer from recurring (coming back) or reduce the side effects of cancer treatment.   Clinical trials are taking place in many parts of the country. See the Treatment Options section that follows for links to current treatment clinical trials. These have been retrieved from NCI's listing of clinical trials."
448,research,what research (or clinical trials) is being done for Congenital Myasthenia ?,"The National Institute of Neurological Disorders and Stroke (NINDS) and other institutes of the National Institutes of Health (NIH) support research related to congenital myasthenia through grants to major research institutions across the country. Much of this research focuses on finding better ways to prevent, treat and ultimately cure disorders such as congenital myasthenia."
358,research,what research (or clinical trials) is being done for Adrenoleukodystrophy ?,"The NINDS supports research on genetic disorders such as ALD. The aim of this research is to find ways to prevent, treat, and cure these disorders. Studies are currently underway to identify new biomarkers of disease progression and to determine which patients will develop the childhood cerebral form of X-ALD. A recent case study in Europe demonstrated that the combination of gene therapy with bone marrow transplantation, using the patient's own bone marrow cells, may arrest disease progression in childhood cerebral X-ALD. A therapeutic trail in the United States is currently being discussed with the U.S. Food and Drug Administration."
722,research,what research (or clinical trials) is being done for Zellweger Syndrome ?,"The National Institute of Neurological Disorders and Stroke (NINDS), and other institutes of the National Institutes of Health (NIH), conduct research exploring the molecular and genetic basis of Zellweger syndrome and the other PBDs, and also support additional research through grants to major research institutions across the country. Much of this research focuses on finding better ways to prevent, treat, and ultimately cure disorders such as Zellweger syndrome."
432,research,what research (or clinical trials) is being done for Childhood Liver Cancer ?,"New types of treatment are being tested in clinical trials.
                    This summary section describes treatments that are being studied in clinical trials. It may not mention every new treatment being studied. Information about clinical trials is available from the NCI website.     Targeted therapy     Targeted therapy is a type of treatment that uses drugs or other substances to attack specific cancer cells. Targeted therapies usually cause less harm to normal cells than chemotherapy or radiation therapy do. Targeted therapy is being studied for the treatment of undifferentiated embryonal sarcoma of the liver and liver cancer that has come back.
                
                
                    Patients may want to think about taking part in a clinical trial.
                    For some patients, taking part in a clinical trial may be the best treatment choice. Clinical trials are part of the cancer research process. Clinical trials are done to find out if new cancer treatments are safe and effective or better than the standard treatment.   Many of today's standard treatments for cancer are based on earlier clinical trials. Patients who take part in a clinical trial may receive the standard treatment or be among the first to receive a new treatment.   Patients who take part in clinical trials also help improve the way cancer will be treated in the future. Even when clinical trials do not lead to effective new treatments, they often answer important questions and help move research forward.
                
                
                    Patients can enter clinical trials before, during, or after starting their cancer treatment.
                    Some clinical trials only include patients who have not yet received treatment. Other trials test treatments for patients whose cancer has not gotten better. There are also clinical trials that test new ways to stop cancer from recurring (coming back) or reduce the side effects of cancer treatment.   Clinical trials are taking place in many parts of the country. See the Treatment Options section that follows for links to current treatment clinical trials. These have been retrieved from NCI's listing of clinical trials.
                
                
                    Treatment Options in Clinical Trials
                    Check the list of NCI-supported cancer clinical trials that are now accepting patients with childhood liver cancer. For more specific results, refine the search by using other search features, such as the location of the trial, the type of treatment, or the name of the drug. Talk with your child's doctor about clinical trials that may be right for your child. General information about clinical trials is available from the NCI website."
487,research,what research (or clinical trials) is being done for Frontotemporal Dementia ?,"The National Institute of Neurological Disorders and Stroke (NINDS), and other institutes of the National Institutes of Health (NIH), conduct research related to FTD in laboratories at the NIH, and also support additional research through grants to major medical institutions across the country."
664,research,what research (or clinical trials) is being done for Sandhoff Disease ?,"The mission of the National Institute of Neurological Disorders and Stroke (NINDS) is to seek fundamental knowledge about the brain and nervous system and to use that knowledge to reduce the burden of neurological disease. The NINDS is a part of the National Institutes of Health, the largest supporter of biomedical research in the world. The NINDS, along with other NIH Institutes, supports the Lysosomal Disease Network, a network of centers that addresses some of the major challenges in the diagnosis, management, and therapy of rare diseases, including the lipid storage diseases. Research funded by the NINDS focuses on better understanding of how neurological deficits rise in lipid storage diseases and on the development of new treatments targeting disease mechanisms, including gene therapies, cell-based therapies, and pharmacological approaches. NINDS funded research on the gangliosidoses includes variations of magnetic resonance imaging to develop a biomarker (a sign that may indicate risk of a disease and improve diagnosis) to effectively evaluate brain biochemistry and disease progression, and expanding the use of virus-delivered gene therapy seen in an animal model of Tay-Sachs and Sandhoff diseases for use in humans."
433,research,what research (or clinical trials) is being done for Childhood Non-Hodgkin Lymphoma ?,"New types of treatment are being tested in clinical trials.
                    Information about clinical trials is available from the NCI website.
                
                
                    Patients may want to think about taking part in a clinical trial.
                    For some patients, taking part in a clinical trial may be the best treatment choice. Clinical trials are part of the cancer research process. Clinical trials are done to find out if new cancer treatments are safe and effective or better than the standard treatment.   Many of today's standard treatments for cancer are based on earlier clinical trials. Patients who take part in a clinical trial may receive the standard treatment or be among the first to receive a new treatment.   Patients who take part in clinical trials also help improve the way cancer will be treated in the future. Even when clinical trials do not lead to effective new treatments, they often answer important questions and help move research forward.
                
                
                    Patients can enter clinical trials before, during, or after starting their cancer treatment.
                    Some clinical trials only include patients who have not yet received treatment. Other trials test treatments for patients whose cancer has not gotten better. There are also clinical trials that test new ways to stop cancer from recurring (coming back) or reduce the side effects of cancer treatment.   Clinical trials are taking place in many parts of the country. See the Treatment Options section that follows for links to current treatment clinical trials. These have been retrieved from NCI's listing of clinical trials."
401,research,what research (or clinical trials) is being done for Brown-Sequard Syndrome ?,"The NINDS supports and conducts a wide range of research on spinal cord disorders such as BSS. The goal of this research is to find ways to prevent, treat, and, ultimately, cure these disorders."
575,research,what research (or clinical trials) is being done for Multiple System Atrophy ?,"The NINDS supports research about MSA through grants to major medical institutions across the country. Researchers hope to learn why alpha-synuclein buildup occurs in MSA and Parkinsons disease, and how to prevent it. Drugs that reduce the abnormal alpha-synuclein buildup may be promising treatments for MSA"
428,research,what research (or clinical trials) is being done for Childhood Craniopharyngioma ?,"Patients may want to think about taking part in a clinical trial.
                    For some patients, taking part in a clinical trial may be the best treatment choice. Clinical trials are part of the medical research process. Clinical trials are done to find out if new treatments are safe and effective or better than the standard treatment.   Many of today's standard treatments are based on earlier clinical trials. Patients who take part in a clinical trial may receive the standard treatment or be among the first to receive a new treatment.   Patients who take part in clinical trials also help improve the way diseases will be treated in the future. Even when clinical trials do not lead to effective new treatments, they often answer important questions and help move research forward.   Check the list of NCI-supported cancer clinical trials that are now accepting patients with childhood craniopharyngioma. For more specific results, refine the search by using other search features, such as the location of the trial, the type of treatment, or the name of the drug. Talk with your child's doctor about clinical trials that may be right for your child. General information about clinical trials is available from the NCI website.
                
                
                    Patients can enter clinical trials before, during, or after starting their treatment.
                    Some clinical trials only include patients who have not yet received treatment. Other trials test treatments for patients who have not improved. There are also clinical trials that test new ways to stop a disease from recurring (coming back) or reduce the side effects of treatment.   Clinical trials are taking place in many parts of the country. See the Treatment Options section that follows for links to current treatment clinical trials. These have been retrieved from NCI's clinical trials database."
584,research,what research (or clinical trials) is being done for Narcolepsy ?,"The National Institute of Neurological Disorders and Stroke (NINDS) and other institutes of the National Institutes of Health (NIH) conduct research into narcolepsy and other sleep disorders in laboratories at the NIH and also support additional research through grants to major medical institutions across the country. The NINDS continues to support investigations into the basic biology of sleep, including the brain mechanisms involved in generating and regulating sleep. Within the National Heart, Lung, and Blood Institute, also a component of the NIH, the       National        Center   on Sleep Disorders Research (NCSDR) coordinates Federal government sleep research activities and shares information with private and nonprofit groups."
680,research,what research (or clinical trials) is being done for Stiff-Person Syndrome ?,"The National Institute of Neurological Disorders and Stroke (NINDS) conducts research related to SPS in its laboratories at the National Institutes of Health (NIH), and also supports additional research through grants to major medical institutions across the country. A study using the drug rituximab proved ineffective in treating individuals with the disorder. Current research is focused on understanding the cause of the disease and the role of the anti-GAD antibodies."
563,research,what research (or clinical trials) is being done for Migraine ?,"Researchers believe that migraine is the result of fundamental neurological abnormalities caused by genetic mutations at work in the brain. New models are aiding scientists in studying the basic science involved in the biological cascade, genetic components and mechanisms of migraine. Understanding the causes of migraine as well as the events that effect them will give researchers the opportunity to develop and test drugs that could be more targeted to preventing or interrupting attacks entirely. Therapies currently being tested for their effectiveness in treating migraine include magnesium, coenzyme Q10, vitamin B12, riboflavin, fever-few, and butterbur. 
                
In 2010, a team of researchers found a common mutation in the gene TRESK which contains instructions for a certain potassium ion channel. Potassium channels are important for keeping a nerve cell at rest and mutations in them can lead to overactive cells that respond to much lower levels of pain. Large genetic analyses similar to the one used to identify TRESK will most likely lead to the identification of a number of other genes linked to migraine."
437,research,what research (or clinical trials) is being done for Chorea ?,The NINDS supports research on movement disorders such as chorea. The goals of this research are to increase understanding of these disorders and to find ways to prevent and treat them.
449,research,what research (or clinical trials) is being done for Congenital Myopathy ?,"The National Institute of Neurological Disorders and Stroke (NINDS) and other institutes of the National Institutes of Health (NIH) conduct research related to congenital myopathies in their laboratories at the NIH and also support additional research through grants to major medical institutions across the country. Much of this research focuses on finding better ways to prevent, treat, and ultimately cure the disorders that make up the congenital myopathies."
550,research,what research (or clinical trials) is being done for Locked-In Syndrome ?,"The NINDS supports research on neurological disorders that can cause locked-in syndrome. The goals of this research are to find ways to prevent, treat, and cure these disorders."
665,research,what research (or clinical trials) is being done for Schilder's Disease ?,"The NINDS supports and conducts an extensive research program on demyelinating disorders such as Schilder's disease. Much of this research focuses on learning more about these disorders and finding ways to prevent, treat, and cure them."
647,research,what research (or clinical trials) is being done for Progressive Supranuclear Palsy ?,"Research is ongoing on Parkinson's and Alzheimer's diseases. Better understanding of those common, related disorders will go a long way toward solving the problem of PSP, just as studying PSP may help shed light on Parkinson's and Alzheimer's diseases."
699,research,what research (or clinical trials) is being done for Tourette Syndrome ?,"The National Institute of Neurological Disorders and Stroke (NINDS) and other institutes of the National Institutes of Health (NIH) conduct research in laboratories at the NIH and support additional research through grants to major medical institutions across the country. Knowledge about TS comes from studies across a number of medical and scientific disciplines, including genetics, neuroimaging, neuropathology, clinical trials, epidemiology, neurophysiology, neuroimmunology, and descriptive/diagnostic clinical science. Findings from these studies will provide clues for more effective therapies."
547,research,what research (or clinical trials) is being done for Lipoid Proteinosis ?,"The National Institute of Neurological Disorders and Stroke (NINDS), and other institutes of the National Institutes of Health (NIH), conduct research related to neurological diseases such as lipoid proteinosis in laboratories at the NIH, and also support additional research through grants to major medical institutions across the country. Much of this research focuses on finding better ways to prevent, treat, and ultimately cure disorders, such as lipoid proteinosis."
430,research,what research (or clinical trials) is being done for Childhood Extracranial Germ Cell Tumors ?,"New types of treatment are being tested in clinical trials.
                    This summary section describes treatments that are being studied in clinical trials. It may not mention every new treatment being studied. Information about clinical trials is available from the NCI website.     High-dose chemotherapy with stem cell transplant     High-dose chemotherapy with stem cell transplant is a way of giving high doses of chemotherapy and replacing blood -forming cells destroyed by the cancer treatment. Stem cells (immature blood cells) are removed from the blood or bone marrow of the patient or a donor and are frozen and stored. After the chemotherapy is completed, the stored stem cells are thawed and given back to the patient through an infusion. These reinfused stem cells grow into (and restore) the body's blood cells.       Radiation therapy     Radiation therapy is a cancer treatment that uses high-energy x-rays or other types of radiation to kill cancer cells or keep them from growing. There are two types of radiation therapy:            -  External radiation therapy uses a machine outside the body to send radiation toward the cancer.     -  Internal radiation therapy uses a radioactive substance sealed in needles, seeds, wires, or catheters that are placed directly into or near the cancer.           The way the radiation therapy is given depends on the type of cancer and whether it has come back. External radiation therapy is being studied for the treatment of childhood extracranial germ cell tumors that have come back.
                
                
                    Patients may want to think about taking part in a clinical trial.
                    For some patients, taking part in a clinical trial may be the best treatment choice. Clinical trials are part of the cancer research process. Clinical trials are done to find out if new cancer treatments are safe and effective or better than the standard treatment.   Many of today's standard treatments for cancer are based on earlier clinical trials. Patients who take part in a clinical trial may receive the standard treatment or be among the first to receive a new treatment.   Patients who take part in clinical trials also help improve the way cancer will be treated in the future. Even when clinical trials do not lead to effective new treatments, they often answer important questions and help move research forward.
                
                
                    Patients can enter clinical trials before, during, or after starting their cancer treatment.
                    Some clinical trials only include patients who have not yet received treatment. Other trials test treatments for patients whose cancer has not gotten better. There are also clinical trials that test new ways to stop cancer from recurring (coming back) or reduce the side effects of cancer treatment.   Clinical trials are taking place in many parts of the country. See the Treatment Options section that follows for links to current treatment clinical trials. These have been retrieved from NCI's listing of clinical trials."
439,research,what research (or clinical trials) is being done for Chronic Lymphocytic Leukemia ?,"New types of treatment are being tested in clinical trials.
                    This summary section describes treatments that are being studied in clinical trials. It may not mention every new treatment being studied. Information about clinical trials is available from the NCI website.     Chemotherapy with stem cell transplant    Chemotherapy with stem cell transplant is a method of giving chemotherapy and replacing blood -forming cells destroyed by the cancer treatment. Stem cells (immature blood cells) are removed from the blood or bone marrow of the patient or a donor and are frozen and stored. After the chemotherapy is completed, the stored stem cells are thawed and given back to the patient through an infusion. These reinfused stem cells grow into (and restore) the bodys blood cells.        Biologic therapy     Biologic therapy is a treatment that uses the patient's immune system to fight cancer. Substances made by the body or made in a laboratory are used to boost, direct, or restore the body's natural defenses against cancer. This type of cancer treatment is also called biotherapy or immunotherapy.       Chimeric antigen receptor (CAR) T-cell therapy     CAR T-cell therapy is a type of immunotherapy that changes the patient's T cells (a type of immune system cell) so they will attack certain proteins on the surface of cancer cells. T cells are taken from the patient and special receptors are added to their surface in the laboratory. The changed cells are called chimeric antigen receptor (CAR) T cells. The CAR T cells are grown in the laboratory and given to the patient by infusion. The CAR T cells multiply in the patient's blood and attack cancer cells. CAR T-cell therapy is being studied in the treatment of chronic lymphocytic leukemia.
                
                
                    Patients may want to think about taking part in a clinical trial.
                    For some patients, taking part in a clinical trial may be the best treatment choice. Clinical trials are part of the cancer research process. Clinical trials are done to find out if new cancer treatments are safe and effective or better than the standard treatment.   Many of today's standard treatments for cancer are based on earlier clinical trials. Patients who take part in a clinical trial may receive the standard treatment or be among the first to receive a new treatment.   Patients who take part in clinical trials also help improve the way cancer will be treated in the future. Even when clinical trials do not lead to effective new treatments, they often answer important questions and help move research forward.
                
                
                    Patients can enter clinical trials before, during, or after starting their cancer treatment.
                    Some clinical trials only include patients who have not yet received treatment. Other trials test treatments for patients whose cancer has not gotten better. There are also clinical trials that test new ways to stop cancer from recurring (coming back) or reduce the side effects of cancer treatment.   Clinical trials are taking place in many parts of the country. See the Treatment Options section that follows for links to current treatment clinical trials. These have been retrieved from NCI's listing of clinical trials."
712,research,what research (or clinical trials) is being done for Vasculitis Syndromes of the Central and Peripheral Nervous Systems ?,"The mission of the National Institute of Neurological Disorders and Stroke (NINDS) is to seek fundamental knowledge of the brain and nervous system and to use that knowledge to reduce the burden of neurological disease. Several NINDS-funded investigators are studying blood vessel damage and cerebral blood flow as it relates to stroke. The NINDS also funds research on vascular cognitive impairment, which is an important contributor to aging-related cognitive decline and is the result of impaired performance of the brain's small blood vessels. Additionally, the NINDS and other institutes of the National Institutes of Health (NIH) conduct research relating to vasculitis syndromes in laboratories at the NIH and also support vasculitis research through grants to major medical institutions across the country. The NINDS supports The Vasculitis Clinical Research Consortium (VCRC), a network of academic medical centers, patient support organizations, and clinical research resources dedicated to conducting clinical research and improving the care of individuals with various vasculitis disorders."
371,research,what research (or clinical trials) is being done for Alpers' Disease ?,"The NINDS supports research on gene-linked neurodegenerative disorders such as Alpers' disease. The goals of this research are to increase scientific understanding of these disorders, and to find ways to prevent, treat, and cure them."
421,research,what research (or clinical trials) is being done for Childhood Acute Myeloid Leukemia and Other Myeloid Malignancies ?,"New types of treatment are being tested in clinical trials.
                    This summary section describes treatments that are being studied in clinical trials. It may not mention every new treatment being studied. Information about clinical trials is available from the NCI website.     Biologic therapy     Biologic therapy is a treatment that uses the patients immune system to fight cancer. Substances made by the body or made in a laboratory are used to boost, direct, or restore the bodys natural defenses against cancer. This type of cancer treatment is also called biotherapy or immunotherapy.     Natural killer (NK) cells are a type of biologic therapy. NK cells are white blood cells that can kill tumor cells. These may be taken from a donor and given to the patient by infusion to help kill leukemia cells.
                
                
                    Patients may want to think about taking part in a clinical trial.
                    For some patients, taking part in a clinical trial may be the best treatment choice. Clinical trials are part of the cancer research process. Clinical trials are done to find out if new cancer treatments are safe and effective or better than the standard treatment.   Many of today's standard treatments for cancer are based on earlier clinical trials. Patients who take part in a clinical trial may receive the standard treatment or be among the first to receive a new treatment.   Patients who take part in clinical trials also help improve the way cancer will be treated in the future. Even when clinical trials do not lead to effective new treatments, they often answer important questions and help move research forward.
                
                
                    Patients can enter clinical trials before, during, or after starting their cancer treatment.
                    Some clinical trials only include patients who have not yet received treatment. Other trials test treatments for patients whose cancer has not gotten better. There are also clinical trials that test new ways to stop cancer from recurring (coming back) or reduce the side effects of cancer treatment.   Clinical trials are taking place in many parts of the country. See the Treatment Options section that follows for links to current treatment clinical trials. These have been retrieved from NCI's listing of clinical trials."
638,research,what research (or clinical trials) is being done for Pompe Disease ?,"The National Institute of Neurological Disorders and Stroke (NINDS) supports Pompe research through grants to major research institutions across the country. Research related to Pompe disease is conducted in one of the laboratories of the National Institute of Arthritis and Musculoskeletal and Skin Diseases (NIAMS) at the National Institutes of Health. Much of Pompe-related research focuses on finding better ways to prevent, treat, and ultimately cure this disorder."
